ID,text
244,"Sophomore Psychological & Brain Sciences, Statistics & Data Science  No internship experience Java, Python, R, SQL, SAS Data Analyst internship In person United States Illinois Tech Apache Kafka, Airflow, SAS, Snowflake Deep Learning, Natural Language Processing, Predictive Analytics NumPy, Pandas, Scikit.learn, PyTorch "
245,"Senior Financial Math & Statistics Professional Writing Minor Advanced internship experience Python, R, SQL, SAS Data Scientist full time Remote United States California Tech Power BI, Excel, Hadoop, Airflow, GCP (Google Cloud Platform), Databricks, SAS, Jupyter Notebook, D3.js, Snowflake Deep Learning, Data Wrangling NumPy, Pandas "
246,"Junior Statistics & Data Science  At least one internship experience Java, Python Data Analyst internship No preference United Kingdom  Tech Spark, Azure, SAS, D3.js Data Visualization, Machine Learning, Deep Learning, Natural Language Processing  "
247,"Sophomore Statistics & Data Science, Biopsychology  At least one internship experience Python, SAS Data Scientist internship No preference Australia  Tech Spark, GCP (Google Cloud Platform), SAS, Alteryx, Hive Machine Learning  "
248,"Junior Economics/Economics & Accounting, Statistics & Data Science  Advanced internship experience Python, R, SQL, SAS Data Engineer internship No preference United States Pennsylvania Tech Power BI, Hadoop, Spark, Airflow, Azure  NumPy, Pandas "
249,"Freshman Statistics & Data Science  No internship experience Java Data Scientist internship In person Canada  Tech Tableau, Excel, Hadoop, Spark, Airflow, AWS (Amazon Web Services), SPSS, D3.js, BigQuery, Hive Data Visualization, Deep Learning, Natural Language Processing, Predictive Analytics  "
250,"Sophomore Statistics & Data Science  No internship experience Python, R, SAS Data Analyst internship No preference Canada  Retail Tableau, Spark, Airflow, Azure, SAS, Alteryx   "
251,"Sophomore Economics/Economics & Accounting, Statistics & Data Science  Advanced internship experience Java, Python, R, SQL, C.C.. Data Scientist internship No preference United States North Carolina Tech Excel, Airflow, GCP (Google Cloud Platform), BigQuery Data Visualization, Natural Language Processing, Predictive Analytics, Data Wrangling NumPy, Pandas "
252,"Junior Statistics & Data Science  At least one internship experience Java, Python, R, SQL Data Analyst internship In person United States Illinois Tech SPSS, Jupyter Notebook, D3.js Predictive Analytics NumPy, Pandas, Scikit.learn, PyTorch "
253,"Junior Computer Science/Computer Engineering  No internship experience Python, C.C.., SAS Data Scientist internship Remote Canada  Healthcare Spark, RapidMiner, Alteryx, BigQuery, Snowflake   "
254,"Freshman Statistics & Data Science  At least one internship experience Java, Python, C.C.. Data Engineer internship Remote United States Michigan Tech Hadoop, Azure, SAS, SPSS, RapidMiner, Hive Data Visualization, Predictive Analytics  "
255,"Sophomore Statistics & Data Science  At least two internship experiences Python, R, C.C.., SAS Data Scientist internship Remote United States Michigan Healthcare Excel, Spark, Apache Kafka, AWS (Amazon Web Services), SAS, RapidMiner, Alteryx, BigQuery, Hive Deep Learning, Natural Language Processing, Predictive Analytics, Data Wrangling NumPy, Pandas, SciPy "
256,"Junior Statistics & Data Science  No internship experience Java, Python, R, SAS Data Analyst internship Remote United States North Carolina Tech Power BI, Airflow, Jupyter Notebook, Snowflake  Pandas "
257,"Freshman Computer Science/Computer Engineering  At least one internship experience Java, Python, C.C.. Data Engineer internship No preference United Kingdom  Tech Spark, Apache Kafka, Airflow, Azure, SAS, D3.js, Alteryx, BigQuery, Hive, Snowflake Data Visualization, Machine Learning  "
258,"Junior Statistics & Data Science  No internship experience Java, Python, R, SQL, SAS Data Analyst internship No preference United States Illinois Tech Power BI, Hadoop, Airflow, Azure, SAS, D3.js, BigQuery, Snowflake Natural Language Processing NumPy, Pandas, Scikit.learn "
259,"Senior Statistics & Data Science  No internship experience Python, R, SAS Data Engineer full time No preference United States North Carolina Tech Power BI, Hadoop, SAS Data Visualization, Machine Learning, Predictive Analytics Pandas "
260,"Sophomore Economics/Economics & Accounting, Statistics & Data Science  Advanced internship experience Python, SAS Data Engineer internship No preference United States Georgia Tech Tableau, Power BI, Excel, Hadoop, Airflow, AWS (Amazon Web Services), GCP (Google Cloud Platform), SAS, SPSS, Jupyter Notebook, Alteryx, BigQuery Deep Learning, Data Wrangling  "
261,"Graduate Statistics & Data Science  At least one internship experience Python, R, SQL, SAS Data Engineer full time In person Australia  Tech Tableau, BigQuery Machine Learning NumPy, Pandas, SciPy, Scikit.learn, PyTorch, Tensorflow "
262,"Senior Mathematics/Applied Mathematics  At least two internship experiences Python, SAS Data Scientist full time In person United States Michigan Manufacturing Tableau, Power BI, Apache Kafka, GCP (Google Cloud Platform), SPSS, Jupyter Notebook, RapidMiner, Hive Predictive Analytics NumPy, Pandas, Tensorflow "
263,"Freshman Statistics & Data Science  At least two internship experiences Java, Python, SAS Data Analyst internship Remote United Kingdom  Tech Power BI, Apache Kafka, Airflow, GCP (Google Cloud Platform), SPSS, D3.js, RapidMiner, Alteryx Data Visualization  "
264,"Freshman Statistics & Data Science  At least one internship experience  Data Analyst internship Remote United States Ohio Tech Power BI, AWS (Amazon Web Services), Azure, Alteryx, Snowflake Data Wrangling  "
265,"Senior Statistics & Data Science  Advanced internship experience Java, Python, R, SQL Data Engineer full time In person Canada  Tech Tableau, Jupyter Notebook, Hive Data Visualization, Deep Learning, Predictive Analytics NumPy, Pandas, Scikit.learn, PyTorch, Tensorflow "
266,"Freshman Computer Science/Computer Engineering Undecided No internship experience Java, Python, C.C.., SAS Data Scientist internship Remote United Kingdom  Tech Tableau, Excel, Azure, Databricks, SPSS, RapidMiner, Snowflake Machine Learning, Deep Learning, Natural Language Processing, Data Wrangling  "
267,"Senior Statistics & Data Science  At least two internship experiences Python, R Data Engineer full time No preference United Kingdom  Tech Excel, Databricks, SPSS, Hive Data Visualization, Deep Learning NumPy, Pandas "
268,"Sophomore Statistics & Data Science  At least two internship experiences Java, Python, R, SQL, SAS Data Scientist internship In person Canada  Tech Power BI, Excel, Hadoop, Azure, SAS Data Visualization, Deep Learning, Predictive Analytics NumPy, Pandas, SciPy, PyTorch "
269,"Freshman Statistics & Data Science  At least one internship experience Java, Python, SAS Data Analyst internship No preference Canada  Finance Tableau, Power BI, Excel, GCP (Google Cloud Platform), Azure, SAS, D3.js, BigQuery, Hive Machine Learning, Deep Learning, Natural Language Processing, Data Wrangling  "
270,"Senior Statistics & Data Science  No internship experience Python, R Data Scientist full time Remote Canada  Finance Power BI, Hadoop, Spark, Apache Kafka, Jupyter Notebook, D3.js, RapidMiner Machine Learning, Natural Language Processing NumPy, Pandas "
271,"Junior Statistics & Data Science  At least one internship experience Java, Python, R, SQL Data Analyst internship No preference Canada  Healthcare Tableau, Power BI, Excel, SAS, RapidMiner, BigQuery Data Visualization, Machine Learning, Natural Language Processing  "
272,"Senior Mathematics/Applied Mathematics  At least one internship experience Python, R, SQL Data Scientist full time No preference Germany  Tech Azure, Jupyter Notebook, Alteryx, BigQuery, Hive Data Visualization, Machine Learning, Deep Learning, Data Wrangling NumPy "
273,"Freshman Mathematics/Applied Mathematics  No internship experience Java, Python Data Engineer internship Remote United States Ohio Tech Power BI, Hadoop, Airflow, AWS (Amazon Web Services), RapidMiner  NumPy, Pandas "
274,"Graduate Statistics & Data Science  No internship experience Java, Python, R, SQL, C.C.. Data Scientist full time In person United States Pennsylvania Manufacturing Spark, Jupyter Notebook, D3.js, Alteryx Data Visualization NumPy, Pandas "
275,"Freshman Computer Science/Computer Engineering  No internship experience Java, SAS Data Engineer internship No preference United States California Tech Power BI, Spark, Apache Kafka, SPSS, Jupyter Notebook, BigQuery, Hive Machine Learning, Predictive Analytics  "
276,"Freshman Statistics & Data Science  No internship experience Java, Python, C.C.. Data Scientist internship No preference Canada  Tech Spark, Airflow, AWS (Amazon Web Services), GCP (Google Cloud Platform), Jupyter Notebook, D3.js, BigQuery, Snowflake Machine Learning, Deep Learning, Natural Language Processing NumPy "
277,"Junior Economics/Economics & Accounting, Statistics & Data Science  No internship experience Python, R, SQL Data Analyst internship Remote Australia  Finance Databricks, SAS, SPSS, D3.js, Alteryx, Hive, Snowflake Data Visualization, Deep Learning, Data Wrangling NumPy "
278,"Junior Mathematics/Applied Mathematics stats At least two internship experiences Python, SAS Data Engineer internship No preference United Kingdom  Tech AWS (Amazon Web Services), Azure, RapidMiner, Hive, Snowflake Machine Learning, Deep Learning, Data Wrangling NumPy, Pandas "
279,"Junior Statistics & Data Science  No internship experience Python, R, SQL, C.C.., SAS Data Scientist internship In person Canada  Tech GCP (Google Cloud Platform), Databricks, SAS, SPSS, Alteryx, Snowflake Deep Learning, Natural Language Processing, Predictive Analytics NumPy "
280,"Junior Statistics & Data Science  At least one internship experience Python, R, SQL, SAS Data Scientist internship In person United States Florida Tech Airflow, RapidMiner Data Visualization, Deep Learning, Data Wrangling NumPy, Scikit.learn "
281,"Junior Economics/Economics & Accounting, Statistics & Data Science  No internship experience Python, R, SAS Data Engineer internship No preference United States Ohio Retail Power BI, Apache Kafka, Airflow, Azure, Databricks, Jupyter Notebook, Alteryx, Snowflake  NumPy, Pandas, SciPy "
282,"Junior Statistics & Data Science Art and technology At least one internship experience Python, R, SQL, SAS Data Analyst internship No preference United States Illinois Manufacturing Tableau, Power BI, Excel, Hadoop, Apache Kafka, Azure, Databricks, SAS, SPSS, Jupyter Notebook, D3.js, RapidMiner, Alteryx, Hive Deep Learning, Data Wrangling NumPy, PyTorch "
283,"Sophomore Statistics & Data Science  No internship experience Java, Python, C.C.., SAS Data Scientist internship No preference United States Ohio Tech Power BI, Spark, Alteryx   "
284,"Junior Statistics & Data Science  No internship experience Python Data Engineer internship Remote Australia  Tech Excel, Spark, Apache Kafka, SAS, SPSS, D3.js, RapidMiner Data Wrangling Pandas "
285,"Freshman Computer Science/Computer Engineering  No internship experience Java, Python, C.C.., SAS Data Engineer internship In person United States Ohio Education Power BI, Airflow, Databricks, SAS, SPSS, D3.js, BigQuery Natural Language Processing NumPy, Pandas, Scikit.learn "
286,"Junior Actuarial Science, Statistics & Data Science  Advanced internship experience Java, Python, R, C.C.., SAS Data Scientist internship In person United States New York Tech Tableau, Excel, Hadoop, Jupyter Notebook Machine Learning NumPy, Pandas "
287,"Junior Statistics & Data Science  At least one internship experience Python, R, SQL, C.C.. Data Engineer internship No preference United States Texas Tech Excel, Databricks, SAS, SPSS, Jupyter Notebook, D3.js, RapidMiner, Snowflake  Pandas "
288,"Senior Statistics & Data Science  No internship experience Python, R, SQL, SAS Data Engineer full time In person United States New York Finance Power BI, Airflow, AWS (Amazon Web Services), SAS, Alteryx Machine Learning, Deep Learning, Data Wrangling NumPy, Pandas, SciPy, Scikit.learn "
289,"Junior Statistics & Data Science  At least one internship experience Python, C.C.., SAS Data Engineer internship No preference United Kingdom  Manufacturing Power BI, Apache Kafka, Azure Machine Learning, Deep Learning Pandas "
290,"Freshman Physics  No internship experience Java, Python, C.C.. Data Analyst internship Remote United Kingdom  Healthcare Power BI, Excel, Hadoop, Spark, Apache Kafka, Airflow, GCP (Google Cloud Platform), Azure, Databricks, SPSS, D3.js Machine Learning, Predictive Analytics NumPy "
291,"Sophomore Statistics & Data Science  No internship experience Python, R Data Scientist internship In person Canada  Tech Spark, Airflow, GCP (Google Cloud Platform), Azure, SPSS, D3.js, Snowflake Machine Learning  "
292,"Junior Statistics & Data Science  No internship experience Python Data Analyst internship No preference United States Illinois Tech Tableau, Power BI, SPSS, BigQuery Data Visualization, Data Wrangling  "
293,"Sophomore Statistics & Data Science starting take econ classes because I'm interested in the TMP program.  No internship experience  Data Analyst internship In person United States Michigan Tech Tableau, Power BI, Azure, Databricks, RapidMiner Machine Learning, Deep Learning, Data Wrangling  "
294,"Junior Statistics & Data Science  No internship experience Java, Python, R, SQL, SAS Data Analyst internship No preference Germany  Tech Tableau, Hadoop, Spark, Apache Kafka, Airflow, Azure, D3.js, BigQuery Data Visualization, Predictive Analytics  "
295,"Freshman Statistics & Data Science  No internship experience Java Data Engineer internship In person United States New York Tech AWS (Amazon Web Services), GCP (Google Cloud Platform), D3.js, RapidMiner, Snowflake Deep Learning  "
296,"Sophomore Economics/Economics & Accounting, Statistics & Data Science  At least two internship experiences Python, R, SQL, SAS Data Engineer internship No preference Canada  Tech Airflow, Databricks, Jupyter Notebook, RapidMiner Data Visualization, Natural Language Processing NumPy, Pandas "
297,"Graduate Computer Science/Computer Engineering  At least one internship experience Java, Python, SQL, C.C.., SAS Data Analyst full time Remote United States Michigan Tech Tableau, Hadoop, SPSS, Jupyter Notebook, Alteryx Machine Learning Pandas "
298,"Sophomore Computer Science/Computer Engineering Linguistics At least one internship experience Java, Python, SQL, C.C.., SAS Data Analyst internship No preference Canada  Tech Hadoop, Spark, Airflow, D3.js, Snowflake Natural Language Processing  "
299,"Senior Statistics & Data Science  At least two internship experiences Python, R, SQL Data Analyst full time In person Canada  Tech Airflow, AWS (Amazon Web Services), SAS, D3.js Deep Learning, Natural Language Processing NumPy, Pandas, SciPy, Scikit.learn, PyTorch, Tensorflow "
300,"Freshman Statistics & Data Science  At least one internship experience Java Data Analyst internship No preference United States California Tech Excel, Hadoop, Airflow, AWS (Amazon Web Services), GCP (Google Cloud Platform), Azure, Databricks, SAS, SPSS, Jupyter Notebook Natural Language Processing, Predictive Analytics  "
301,"Freshman Statistics & Data Science  At least two internship experiences Java, C.C.. Data Analyst internship Remote United States New York Retail Tableau, Excel, Spark, Airflow, AWS (Amazon Web Services), Azure, Databricks, SPSS, Jupyter Notebook, Alteryx, Hive, Snowflake Deep Learning  "
302,"Junior Statistics & Data Science  Advanced internship experience Python, R, SAS Data Engineer internship Remote Germany  Tech Spark, SAS, RapidMiner, Alteryx, BigQuery, Snowflake Natural Language Processing NumPy "
303,"Sophomore Statistics & Data Science  At least two internship experiences Python, R Data Scientist internship Remote United Kingdom  Retail Spark, Azure, D3.js Deep Learning, Predictive Analytics  "
304,"Sophomore Statistics & Data Science  At least one internship experience Java, Python, R, SQL, SAS Data Scientist internship Remote United States New York Tech Excel, Apache Kafka, GCP (Google Cloud Platform), Azure, SAS, SPSS, RapidMiner Deep Learning NumPy "
305,"Freshman Financial Math & Statistics  At least two internship experiences Java, Python Data Scientist internship In person United States Ohio Tech Apache Kafka, AWS (Amazon Web Services), GCP (Google Cloud Platform), Databricks, SAS, SPSS, D3.js, BigQuery Machine Learning, Predictive Analytics Pandas "
306,"Sophomore Economics/Economics & Accounting  At least two internship experiences Python, SAS Data Analyst internship In person Australia  Tech Excel, Spark, SAS, D3.js, Alteryx, Snowflake Machine Learning, Deep Learning, Data Wrangling  "
307,"Senior Statistics & Data Science  No internship experience Python, R, SQL, SAS Data Engineer full time In person United States Michigan Tech Tableau, Hadoop, AWS (Amazon Web Services), GCP (Google Cloud Platform), Databricks, SPSS, Alteryx, BigQuery Natural Language Processing, Predictive Analytics, Data Wrangling NumPy, Pandas "
308,"Junior Statistics & Data Science  No internship experience Python, R, SQL, C.C.., SAS Data Engineer internship No preference Germany  Education Tableau, Hadoop, AWS (Amazon Web Services), GCP (Google Cloud Platform), D3.js, RapidMiner, BigQuery, Hive Data Visualization, Deep Learning, Natural Language Processing, Predictive Analytics  "
309,"Freshman Computer Science/Computer Engineering  No internship experience SAS Data Scientist internship In person United States Illinois Tech Tableau, Hadoop, Spark, AWS (Amazon Web Services) Predictive Analytics  "
310,"Senior Statistics & Data Science  Advanced internship experience Python, R, SQL Data Engineer full time Remote United States North Carolina Tech Power BI, Hadoop, Databricks, SPSS, Jupyter Notebook, D3.js, RapidMiner, Hive  NumPy, Pandas, Scikit.learn "
311,"Sophomore Statistics & Data Science  No internship experience Java, Python, R, SQL Data Analyst internship No preference United States Illinois Tech SAS, D3.js, Alteryx, Snowflake Machine Learning, Natural Language Processing NumPy, PyTorch "
312,"Junior Statistics & Data Science  At least one internship experience Python, R, SAS Data Scientist internship In person United States Illinois Tech Spark, Azure, RapidMiner, BigQuery Natural Language Processing, Predictive Analytics NumPy, Pandas, SciPy, Scikit.learn, PyTorch, Tensorflow "
313,"Junior Statistics & Data Science  No internship experience Java, Python, R, SQL, C.C.., SAS Data Scientist internship No preference Canada  Tech Tableau, Power BI, Excel, Spark, SAS Machine Learning, Predictive Analytics NumPy, Pandas, Scikit.learn "
314,"Junior Statistics & Data Science  No internship experience Java, Python, R, C.C.., SAS Data Analyst internship In person United States Pennsylvania Tech Excel, Databricks, SPSS, BigQuery, Hive, Snowflake Deep Learning, Data Wrangling NumPy "
315,"Sophomore Biology  No internship experience Java, Python, SQL, C.C.. Data Analyst internship No preference Australia  Retail Tableau, Power BI, Spark, Apache Kafka, Airflow, Hive Machine Learning, Natural Language Processing, Predictive Analytics, Data Wrangling NumPy, Pandas, Scikit.learn "
316,"Senior Financial Math & Statistics  Advanced internship experience Python, R, SQL Data Scientist full time In person United States Georgia Tech Tableau, Power BI, Spark, Azure, SAS, Alteryx, Hive, Snowflake Machine Learning, Deep Learning NumPy, Pandas, SciPy "
317,"Junior Statistics & Data Science  No internship experience Java, Python, R, SQL, C.C.. Data Analyst internship In person United States California Tech Tableau, Power BI, SAS, D3.js, BigQuery Machine Learning, Predictive Analytics, Data Wrangling NumPy "
318,"Sophomore Statistics & Data Science  No internship experience Java, Python, R, SQL, C.C.. Data Engineer internship Remote Germany  Tech Power BI, Azure, Alteryx, BigQuery, Hive, Snowflake   "
319,"Junior Computer Science/Computer Engineering, Mathematics/Applied Mathematics  At least two internship experiences Java, Python, SQL, C.C.., SAS Data Analyst internship No preference United States Michigan Tech Power BI, Excel, RapidMiner, Snowflake Machine Learning NumPy, Pandas, SciPy, PyTorch "
320,"Senior Statistics & Data Science  At least two internship experiences Python, R, SQL Data Engineer full time Remote United States Georgia Tech Power BI, Apache Kafka, GCP (Google Cloud Platform), Databricks, SAS, Jupyter Notebook, RapidMiner, Alteryx Data Visualization NumPy, Pandas, Scikit.learn "
321,"Freshman Computer Science/Computer Engineering  No internship experience Java, Python, SQL Data Scientist internship No preference United States Ohio Tech Spark, Azure, SPSS, Hive Data Visualization, Deep Learning, Natural Language Processing, Predictive Analytics, Data Wrangling NumPy, Pandas "
322,"Junior Statistics & Data Science  No internship experience R, SAS Data Engineer internship No preference United States North Carolina Tech Power BI, Hadoop, Apache Kafka, Databricks, RapidMiner, Alteryx, Hive Machine Learning  "
323,"Sophomore Mathematics/Applied Mathematics, Statistics & Data Science  No internship experience Java, Python, SQL, C.C.. Data Analyst internship No preference Germany  Tech Hadoop, GCP (Google Cloud Platform) Natural Language Processing NumPy "
324,"Freshman Statistics & Data Science  At least one internship experience Java, Python, SQL, SAS Data Analyst internship In person United States Michigan Tech Tableau, Hadoop, Airflow, GCP (Google Cloud Platform), SAS, D3.js, RapidMiner, Alteryx   "
325,"Junior Statistics & Data Science  No internship experience Python, R, SQL Data Engineer internship Remote Australia  Finance Power BI, AWS (Amazon Web Services), D3.js, RapidMiner Deep Learning, Natural Language Processing  "
326,"Junior Statistics & Data Science  No internship experience Java, Python, C.C.. Data Analyst internship Remote United States North Carolina Manufacturing Power BI, Hadoop, Spark, AWS (Amazon Web Services), GCP (Google Cloud Platform), Databricks, Alteryx, Hive Deep Learning NumPy, Pandas "
327,"Junior Statistics & Data Science  No internship experience Java, C.C.. Data Engineer internship No preference United Kingdom  Tech Excel, Apache Kafka, GCP (Google Cloud Platform), Azure, SPSS Machine Learning  "
328,"Junior Statistics & Data Science  At least two internship experiences Java, Python, R, SQL, C.C.., SAS Data Scientist internship In person United States New York Tech Tableau, Excel, Spark, Airflow, AWS (Amazon Web Services), Azure, SAS, Jupyter Notebook, RapidMiner, Alteryx, BigQuery Data Visualization, Natural Language Processing NumPy, Pandas "
329,"Sophomore Statistics & Data Science  No internship experience Java, Python, R, SQL Data Scientist internship Remote Canada  Tech Tableau, Apache Kafka, Jupyter Notebook, D3.js, RapidMiner, Alteryx Machine Learning, Natural Language Processing, Data Wrangling NumPy, Pandas "
330,"Freshman Statistics & Data Science  At least one internship experience Java, SAS Data Analyst internship No preference United States North Carolina Tech Tableau, Hadoop, Airflow, Alteryx, BigQuery, Snowflake Data Visualization, Deep Learning, Predictive Analytics  "
331,"Freshman Actuarial Science  No internship experience SAS Data Engineer internship Remote United Kingdom  Healthcare Spark, Airflow, BigQuery Machine Learning, Predictive Analytics  "
332,"Freshman Computer Science/Computer Engineering  No internship experience Java, SAS Data Analyst internship In person United States Texas Retail Tableau, Excel, Hadoop, Apache Kafka, Azure, SAS, Jupyter Notebook, D3.js Data Visualization, Deep Learning, Predictive Analytics  "
333,"Sophomore Statistics & Data Science  No internship experience Python, SAS Data Analyst internship In person Australia  Finance Tableau, Jupyter Notebook Machine Learning, Natural Language Processing, Predictive Analytics  "
334,"Senior Statistics & Data Science  No internship experience Python, R, SAS Data Engineer full time No preference United States New York Tech Spark, AWS (Amazon Web Services), Jupyter Notebook Predictive Analytics, Data Wrangling  "
335,"Freshman Statistics & Data Science  At least two internship experiences Java, Python, C.C.. Data Engineer internship No preference Australia  Tech Power BI, Azure, SAS, SPSS, Jupyter Notebook, Alteryx, Hive Data Visualization, Deep Learning Pandas "
336,"Junior Statistics & Data Science Thinking of a Math Minor At least one internship experience Python, C.C.. Data Scientist internship In person United States Michigan Finance Tableau, Hadoop, Apache Kafka, AWS (Amazon Web Services), Azure Machine Learning, Predictive Analytics, Data Wrangling PyTorch "
337,"Senior Statistics & Data Science  At least one internship experience Java, Python, R, SAS Data Scientist full time In person United States North Carolina Tech Tableau, Hadoop, Apache Kafka, GCP (Google Cloud Platform), Azure, Databricks, SAS, Jupyter Notebook, Snowflake Data Wrangling  "
338,"Freshman Computer Science/Computer Engineering  At least two internship experiences Java, Python Data Scientist internship In person United Kingdom  Manufacturing Airflow, Azure, RapidMiner, Hive Machine Learning  "
339,"Junior Statistics & Data Science  No internship experience Python, R, SAS Data Engineer internship Remote United Kingdom  Manufacturing Tableau, Excel, SPSS, D3.js, RapidMiner, Alteryx, Snowflake Natural Language Processing  "
340,"Freshman Computer Science/Computer Engineering  No internship experience Java, Python, C.C.. Data Analyst internship Remote United States North Carolina Tech Power BI, Excel, Airflow, Databricks, SAS, Jupyter Notebook, Alteryx, BigQuery, Hive Data Visualization  "
341,"Freshman Statistics & Data Science  No internship experience SAS Data Scientist internship No preference United States Illinois Retail Excel, Spark, Databricks, SPSS, BigQuery Machine Learning, Deep Learning, Data Wrangling  "
342,"Freshman Statistics & Data Science, Linguistics-Speech and Language Technology  No internship experience Java, Python Data Engineer internship Remote United States Texas Tech Spark, SAS, SPSS, Jupyter Notebook Deep Learning, Natural Language Processing, Predictive Analytics  "
343,"Freshman Statistics & Data Science  No internship experience SAS Data Analyst internship No preference United States Illinois Tech Tableau, Azure, Databricks, SPSS, D3.js, Hive   "
344,"Freshman Statistics & Data Science  At least one internship experience Java, Python, SAS Data Analyst internship In person United States North Carolina Finance Tableau, Hadoop, AWS (Amazon Web Services), SPSS, Jupyter Notebook, Hive Machine Learning NumPy "
345,"Junior Statistics & Data Science  No internship experience Python, R, C.C.., SAS Data Engineer internship In person United States North Carolina Tech Power BI, Excel, Hadoop, Apache Kafka, GCP (Google Cloud Platform), SAS, SPSS, Jupyter Notebook, Alteryx, Snowflake  NumPy, Pandas, SciPy "
346,"Freshman Statistics & Data Science  No internship experience Java Data Scientist internship Remote Canada  Tech Power BI, Excel, Apache Kafka, SPSS, D3.js Data Visualization, Deep Learning  "
347,"Sophomore Statistics & Data Science  No internship experience Python, R Data Engineer internship In person Australia  Retail Airflow, Azure, RapidMiner, Alteryx Machine Learning, Predictive Analytics  "
348,"Senior Statistics & Data Science  At least one internship experience Python, R, SQL Data Engineer full time No preference United States Michigan Tech Power BI, Excel, Jupyter Notebook, D3.js, RapidMiner, Alteryx   "
349,"Senior Financial Math & Statistics  At least two internship experiences Python, R, SQL Data Engineer full time In person United States Michigan Tech Power BI, Spark, GCP (Google Cloud Platform), Azure, RapidMiner, Alteryx Natural Language Processing NumPy, Pandas, Scikit.learn "
350,"Sophomore Computer Science/Computer Engineering  No internship experience Java, Python, C.C.. Data Analyst internship Remote Germany  Tech Spark, Apache Kafka, Jupyter Notebook, Alteryx, BigQuery Natural Language Processing NumPy, Pandas "
351,"Sophomore Statistics & Data Science  No internship experience Java, Python, R, SQL, SAS Data Analyst internship No preference Canada  Tech Airflow, AWS (Amazon Web Services), SAS, SPSS, Jupyter Notebook, D3.js, BigQuery Deep Learning, Natural Language Processing NumPy, Pandas "
352,"Junior Economics/Economics & Accounting, Statistics & Data Science N/a At least one internship experience Java, Python, R, SQL, C.C.., SAS Data Engineer internship No preference United States North Carolina Tech Tableau, Power BI, Excel, Databricks, SAS, SPSS Natural Language Processing, Predictive Analytics NumPy, Pandas, SciPy, Scikit.learn, Tensorflow "
353,"Junior Economics/Economics & Accounting, Statistics & Data Science  Advanced internship experience Python, R, SQL, SAS Data Scientist internship In person United States California Tech Power BI, Excel, Hadoop, Spark, Hive Natural Language Processing, Predictive Analytics, Data Wrangling NumPy, Pandas, Scikit.learn "
354,"Sophomore Statistics & Data Science  No internship experience Python, R Data Scientist internship Remote United States Texas Tech Spark, Apache Kafka, SAS, SPSS, BigQuery Deep Learning, Predictive Analytics, Data Wrangling  "
355,"Sophomore Computer Science/Computer Engineering  At least one internship experience Java, Python, R, C.C.., SAS Data Scientist internship No preference United States Georgia Tech Excel, Hadoop, GCP (Google Cloud Platform), Azure, Jupyter Notebook, RapidMiner, Hive, Snowflake Deep Learning, Natural Language Processing, Data Wrangling NumPy, Pandas, SciPy, Scikit.learn, Tensorflow "
356,"Freshman Computer Science/Computer Engineering  No internship experience SAS Data Analyst internship Remote United States Florida Tech Apache Kafka, Airflow, GCP (Google Cloud Platform), Databricks, SAS, D3.js, RapidMiner Machine Learning, Predictive Analytics, Data Wrangling  "
357,"Senior Statistics & Data Science  At least one internship experience Java, Python, R, SQL, C.C.., SAS Data Scientist full time No preference United States Michigan Tech Tableau, Power BI, Spark, Apache Kafka, AWS (Amazon Web Services), GCP (Google Cloud Platform), Alteryx, BigQuery, Snowflake Natural Language Processing, Predictive Analytics NumPy, Pandas, Scikit.learn "
358,"Sophomore Statistics & Data Science  At least one internship experience Python, R, SQL Data Analyst internship No preference United States New York Manufacturing Spark, Airflow, AWS (Amazon Web Services), GCP (Google Cloud Platform), Databricks, D3.js, Alteryx, Hive Machine Learning Tensorflow "
359,"Freshman Economics/Economics & Accounting  At least two internship experiences Python Data Scientist internship In person Australia  Finance Tableau, Power BI, Apache Kafka, Databricks Machine Learning, Data Wrangling  "
360,"Junior Statistics & Data Science  No internship experience R, SAS Data Engineer internship No preference United States Florida Tech Excel, Hadoop, Airflow, Azure, SAS, Alteryx Predictive Analytics, Data Wrangling  "
361,"Junior Statistics & Data Science  At least one internship experience Python, C.C.., SAS Data Engineer internship No preference Australia  Tech Power BI, Excel, Spark, D3.js, Hive, Snowflake  NumPy, Pandas "
362,"Junior Statistics & Data Science  No internship experience Java, Python Data Scientist internship Remote United States Pennsylvania Tech Hadoop, Airflow, Azure, SAS, Jupyter Notebook, RapidMiner, Hive, Snowflake Machine Learning, Natural Language Processing  "
363,"Junior Computer Science/Computer Engineering  At least one internship experience SAS Data Scientist internship No preference United States Michigan Tech Hadoop, AWS (Amazon Web Services), GCP (Google Cloud Platform), Databricks, D3.js, Alteryx, BigQuery, Snowflake Machine Learning, Deep Learning  "
364,"Sophomore Statistics & Data Science  At least two internship experiences Java, Python, R, SQL, C.C.. Data Engineer internship No preference Canada  Tech Tableau, Excel, Airflow, Databricks, D3.js, Alteryx, Hive Machine Learning, Predictive Analytics, Data Wrangling NumPy, Pandas, Scikit.learn "
365,"Freshman Economics/Economics & Accounting, Statistics & Data Science  At least two internship experiences Java, SAS Data Engineer internship In person United States Illinois Tech Hadoop, Spark, AWS (Amazon Web Services), RapidMiner Machine Learning  "
366,"Freshman Statistics & Data Science  No internship experience Java, Python, SAS Data Analyst internship In person United States Illinois Manufacturing Tableau, Power BI, Airflow, GCP (Google Cloud Platform), SPSS Machine Learning  "
