"gender","grad_year","transfer","major","minor","courses","returning_member","prog_lang_exp","python_package","intern_job_count","club_resource"
"Male","2027","No","Statistics & Data Science","","CS 165A/165B, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10","No","Python","NumPy, SciPy",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2027","No","Economics/Economics & Accounting, Statistics & Data Science","","CS 9, Math 4A, Math 8/PSTAT 8/CS 40, PSTAT 120A","No","Python","NumPy, Pandas",2,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2027","No","Computer Science/Computer Engineering","","Math 4A, Math 8/PSTAT 8/CS 40, PSTAT 120A","Yes","C/C++, Java, JavaScript/TypeScript, Python, SQL","NumPy, Pandas, PyTorch, Scikit-learn, SciPy, Tensorflow",2,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Project groups"
"Male","2027","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A","No","Python, SQL","NumPy",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2027","No","Statistics & Data Science","None","CS 9, Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 120A","Yes","R, SQL","",0,"Career fair, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2027","No","Statistics & Data Science","N/A","Calculus (Math 3A, 3B, or AP Calculus), Math 4A, PSTAT 10","No","Python","NumPy, SciPy",0,"Career fair, Professional workshops (e.g. Resume, LinkedIn, etc.), Project groups"
"Male","2027","No","Computer Science/Computer Engineering","Statistical Science, Education","Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 120A, PSTAT 120B","No","C/C++, Java, JavaScript/TypeScript, Python, R, SQL","NumPy, Scikit-learn, Tensorflow",1,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2028","No","Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus)","No","Python","",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2028","No","Computer Science/Computer Engineering","","Calculus (Math 3A, 3B, or AP Calculus)","No","C/C++, Java, JavaScript/TypeScript, Python","NumPy, Pandas",1,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2028","No","Computer Science/Computer Engineering","Data science (future)","Math 4A","No","C/C++, Java, Python, SQL","Pandas",1,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2028","No","Statistics & Data Science","","Math 4A, PSTAT 10","No","Python","",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2028","No","Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A","No","C/C++, Python","Pandas",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2028","No","Economics/Economics & Accounting, Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A","No","C/C++, Java, JavaScript/TypeScript, Python","Pandas",1,"Company talks & Data talks, Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2028","No","Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus)","No","Java","",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Nonbinary","2028","No","Computer Science/Computer Engineering","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A","No","C/C++, Java","",0,"Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2028","No","Mathematics/Applied Mathematics, Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus)","No","","",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2028","No","Mathematics/Applied Mathematics, Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus)","No","JavaScript/TypeScript, Python, SQL","NumPy, Pandas",2,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2028","No","Statistics & Data Science","None","Calculus (Math 3A, 3B, or AP Calculus), Math 4A","No","R","",0,"Career fair, Company talks & Data talks, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Prefer not to say","2028","No","Electrical Engineering ","","CS 9, CS 165A/165B, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 8/PSTAT 8/CS 40","No","C/C++, Java, SQL","",0,"Project groups"
"Female","2028","No","Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus)","No","Python","NumPy, Pandas",1,"Career fair, Company talks & Data talks, Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2028","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40","No","C/C++, Java, JavaScript/TypeScript, Python","",1,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2028","No","Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus)","No","Python, R","NumPy, Pandas, SciPy",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2028","No","Statistics & Data Science","N/A","","No","","",0,"Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.), Big/little"
"Female","2028","No","Statistics & Data Science","","","No","","",0,"Social events, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2028","No","Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus)","No","Java, JavaScript/TypeScript","",1,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2028","No","Computer Science/Computer Engineering","","CS 9, Math 4A","No","","",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2028","No","Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus)","No","Java","",1,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2028","No","Mathematics/Applied Mathematics","","Math 4A","No","Java, R","NumPy, Pandas",1,"Career fair"
"Male","2028","No","Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus)","No","","",2,"Career fair, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2028","No","Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A","No","Java, Python","",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2028","No","Statistics & Data Science","","CS 9, Math 4A","No","Java, Python","NumPy, Pandas, Scikit-learn",1,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2028","No","Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus)","No","Python","",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2028","No","Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A, PSTAT 10","No","Java, JavaScript/TypeScript, Python, R, SQL","",0,"Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2028","No","Statistics & Data Science","no","","No","","",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2028","No","Computer Science/Computer Engineering","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A","No","C/C++, JavaScript/TypeScript, Python","",1,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups"
"Male","2028","No","Computer Science/Computer Engineering","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A","No","C/C++, Java, Python","NumPy, Pandas, PyTorch, SciPy",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups"
"Male","2028","No","Undeclared","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A","No","C/C++, Java, Python","NumPy, Pandas",1,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2028","No","Statistics & Data Science","N/A","Calculus (Math 3A, 3B, or AP Calculus)","No","","",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2028","No","Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus)","No","Java, Python","NumPy",1,"Career fair, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events"
"Nonbinary","2028","No","Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus)","No","Python, R","NumPy, Pandas",1,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2028","No","Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A","No","Java","",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2028","No","Statistics & Data Science","","","No","SQL","",1,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2028","No","Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A","No","","",0,"Company talks & Data talks, Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2028","No","Statistics & Data Science","None","Math 4A","No","Python","",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2028","No","Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus)","No","C/C++","",0,"Company talks & Data talks, Social events, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2028","No","Statistics & Data Science","","Math 4A, PSTAT 10","No","Java","",1,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2028","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus)","No","Java","",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2028","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A","No","Java","",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2028","No","Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus)","No","Python","NumPy, Pandas",1,"Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2028","No","Computer Science/Computer Engineering","","CS 9, Math 4A","No","Python","NumPy, Pandas",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2028","No","Computer Science/Computer Engineering","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A","No","Java, R, SQL","",1,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2028","No","Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus), Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10","No","Java, JavaScript/TypeScript, Python","NumPy, Pandas, PyTorch, Tensorflow",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2028","No","Statistics & Data Science","","","No","","",1,"Career fair, Company talks & Data talks, Social events"
"Male","2028","No","Computer Science/Computer Engineering","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A","No","C/C++, Java, JavaScript/TypeScript, Python","",1,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2028","No","Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A","No","Java, Python","Pandas",1,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2028","No","Computer Science/Computer Engineering","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A","No","C/C++, Java, JavaScript/TypeScript, Python, SQL","NumPy, Tensorflow",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2028","No","Statistics & Data Science","N/A","Calculus (Math 3A, 3B, or AP Calculus)","No","Java, Python","",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2028","No","Computer Science/Computer Engineering","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A, PSTAT 10","No","Java","",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2028","No","Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A, PSTAT 10","No","C/C++, Java, Python, R","",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2028","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A","No","C/C++, Java, Python, R","NumPy, Pandas, PyTorch, Tensorflow",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2026","No","Computer Science/Computer Engineering","","CS 165A/165B, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 120A","Yes","C/C++, JavaScript/TypeScript, Python, SQL","NumPy, Pandas, PyTorch, Scikit-learn, SciPy, Tensorflow",1,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Prefer not to say","2028","No","Computer Science/Computer Engineering","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A","No","C/C++, Java, JavaScript/TypeScript, Python","NumPy, Pandas, PyTorch, Scikit-learn, SciPy, Tensorflow",2,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2027","No","Computer Science/Computer Engineering","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 120A","Yes","C/C++, Java, Python, SQL","NumPy, Pandas, Scikit-learn",1,"Career fair, Company talks & Data talks, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2026","No","Mathematics/Applied Mathematics, Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, Math 108A, Math 117, PSTAT 10, PSTAT 120A, PSTAT 120B, PSTAT 126","Yes","Python, R, SQL","NumPy, Pandas, PyTorch, Scikit-learn, SciPy, Tensorflow",2,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2026","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, Math 117, PSTAT 10, PSTAT 120A","No","Python, R, SQL","",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2025","No","Mathematics/Applied Mathematics, Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, Math 108A, Math 117, PSTAT 10, PSTAT 120A, PSTAT 120B, PSTAT 126, PSTAT 131, PSTAT 160A/160B","Yes","Python, R, SQL","NumPy, Pandas, Scikit-learn",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.)"
"Male","2026","Yes","Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A, PSTAT 10","No","","",0,"Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2026","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A, PSTAT 120B","No","Java, Python, R, SQL","NumPy",1,"Career fair, Professional workshops (e.g. Resume, LinkedIn, etc.), Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2027","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10","Yes","JavaScript/TypeScript, Python, R, SQL","Pandas",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2027","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A","Yes","Java, Python, R, SQL","",1,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2027","No","Economics/Economics & Accounting, Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, PSTAT 10","No","Python, R","NumPy, Pandas",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2028","No","Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus)","No","Java, Python","",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2027","No","Mathematics/Applied Mathematics, Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, PSTAT 120A","Yes","Python, R, SQL","Pandas",1,"Career fair, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2027","No","Economics/Economics & Accounting, Statistics & Data Science","-","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 120A","Yes","Python, R, SQL","NumPy, Pandas, PyTorch, Scikit-learn",1,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2028","No","Computer Science/Computer Engineering","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A","No","C/C++, Java, JavaScript/TypeScript, Python","NumPy, Pandas, Scikit-learn",3,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2027","No","Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A","No","","",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2027","Yes","Statistics & Data Science, Physics","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, Math 108A, PSTAT 10, PSTAT 120A","No","C/C++, Python, R, SQL","",2,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2026","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A, PSTAT 120B","Yes","Python, R","",0,"Career fair, Company talks & Data talks, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2028","No","Mathematics/Applied Mathematics","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A","No","","",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Female","2028","No","Statistics & Data Science","","Calculus (Math 3A, 3B, or AP Calculus)","No","","",0,"Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2027","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A, PSTAT 120B, PSTAT 126","Yes","JavaScript/TypeScript, Python, R, SQL","NumPy, Pandas, PyTorch, Scikit-learn, SciPy, Tensorflow",2,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2027","No","Computer Science/Computer Engineering","","Calculus (Math 3A, 3B, or AP Calculus), Math 4A, PSTAT 120A","Yes","C/C++, JavaScript/TypeScript, Python","NumPy, Pandas, PyTorch, Scikit-learn, SciPy, Tensorflow",1,"Career fair, Professional workshops (e.g. Resume, LinkedIn, etc.), Project groups"
"Male","2026","Yes","Computer Science/Computer Engineering","","Math 4A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A","No","C/C++, JavaScript/TypeScript, Python","NumPy, Pandas, Tensorflow",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2027","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10","No","Java, Python, R, SQL","",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.)"
"Male","2028","No","Statistics & Data Science","TBD","Calculus (Math 3A, 3B, or AP Calculus)","No","C/C++, Java, Python","NumPy, Pandas, Scikit-learn",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Social events, Project groups, Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2027","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40","No","C/C++, Java, Python, R","Pandas",2,"Career fair, Professional workshops (e.g. Resume, LinkedIn, etc.)"
"Female","2025","No","Statistics & Data Science","","CS 9, Calculus (Math 3A, 3B, or AP Calculus), Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A, PSTAT 120B, PSTAT 126, PSTAT 131, PSTAT 160A/160B","No","Python, R, SQL","NumPy, Pandas, PyTorch",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
"Male","2024","No","Economics/Economics & Accounting, Statistics & Data Science","","CS 9, Math 4A, Math 6A, Math 8/PSTAT 8/CS 40, PSTAT 10, PSTAT 120A, PSTAT 120B, PSTAT 126, PSTAT 131, PSTAT 160A/160B","Yes","Python, R, SQL","NumPy, Pandas, PyTorch, Scikit-learn, Tensorflow",0,"Career fair, Company talks & Data talks, Professional workshops (e.g. Resume, LinkedIn, etc.), Technical workshops (e.g. Python + Packages, Regression, Machine learning, etc.)"
